,Tanggal,Pengguna,Retweet,Likes,Source,Tweet,Sentimen
44,2022-12-27 03:31:35+00:00,keziechocolate,56,0,Twitter for Android,"RT : Udah mau final, masih ajaaa usaha yaa Grab. Nimbrung ngomongin pildun pake acara bikin billboard jersey segede gaban. Tet…",Netral
45,2022-12-27 03:31:30+00:00,keziechocolate,0,0,Twitter for Android,Ya enggapapa kan masih bau bau pildun,Netral
46,2022-12-27 03:29:24+00:00,shevaluasi,0,0,Twitter for Android,"Biasanya kurang suka sama dunia persepak bolaan, tp semenjak pildun kmrn fyp semua ttg bola naha rame euy",Netral
47,2022-12-27 03:27:47+00:00,b0cah_nakal_,56,0,Twitter for Android,"RT : Udah mau final, masih ajaaa usaha yaa Grab. Nimbrung ngomongin pildun pake acara bikin billboard jersey segede gaban. Tet…",Netral
48,2022-12-27 03:24:03+00:00,marchelin0o,0,0,Twitter for iPhone,"_heehhh _rafael berarti harusnya bandingin Rashford sama Salah ya? kalo cuma di pildun mah, Enner Valencia juga gacor kali",Netral
49,2022-12-27 03:19:39+00:00,AmLieberal,0,0,Twitter for Android,"_purnama1 Lebih tepatnya MU tertarik, pemain sebelum pildun udah setuju, cuman ETH gak setuju. Skrang MU masalah transfer di tangan ETH total",Netral
50,2022-12-27 03:15:09+00:00,Suminoe_Rizki,0,0,Twitter for Android,Artinya emang Argentina ini emang kumplit + super deserved banget buat juara pildun bukan tim yang bisa dianggap Giant Killer... Stop lah romantisasi si underdog ini,Positif
51,2022-12-27 03:13:08+00:00,Suminoe_Rizki,0,0,Twitter for Android,"... Bek papan atas liga inggris: Licha, Romero (top5 liga) Kreator serangan juga bukan liga inggris tapi kelas MariaDi sama DePaul Messi... Bek pengalaman : lah Otamendi ini caps nya banyak Young talent : Alvarez, sama Enzo ini sebelum pildun juga komoditi panas :(( https://t.co/nNJ7co0EKr",Negatif
52,2022-12-27 03:10:15+00:00,Divvvooo,0,0,Twitter for iPhone,ngeliar odegaard drible semalem patah patah gitu kek nonton messi di pildun kmrn. bisa kek gitu terus ga ya performa nya,Netral
53,2022-12-27 03:07:15+00:00,eL_echo,1,1,Twitter for Android,"Jelas Milan lah,, 2 ucl &amp; 1 pildun https://t.co/eFrgvzKXTe",Netral
54,2022-12-27 03:01:44+00:00,Nama38335836,20,0,Twitter for Android,"RT : Pantesan bisa angkat pildun, ternyata udah ngumpulin 7 dragon ball https://t.co/gmfVaqaACR",Netral
55,2022-12-27 03:01:20+00:00,nth_prkh,0,1,Twitter for Android,"_UwU Yg bikin mahal itu kan kontrak bro, kalau gasalah release clause nya gakpo ya emang segitu, mahal karena dinaikan efek pildun",Netral
56,2022-12-27 02:59:11+00:00,EKacrek,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
57,2022-12-27 02:58:27+00:00,DindaCans21938,0,0,Twitter for Android,Viral Nobar Pildun Berujung MESUM😱 Cek juga kumpulan bokp Viral Terbaru bokep indo viral terbaru Vidio Indonesia colmek #SANGE_AAAAAAAAAAH #terlanjurcinta #gaduasange Link Full Vidio ada di profil bio:🤤 https://t.co/larPWSufN1,Positif
58,2022-12-27 02:56:19+00:00,DeniAlexander20,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
59,2022-12-27 02:53:35+00:00,rizalwahid10,0,0,Twitter for iPhone,"_heehhh _rafael Eh Btw malah Sancho ga masuk skuat pildun, lebih awikwok 😂😂😂",Netral
60,2022-12-27 02:51:56+00:00,UrBoy_21,0,1,Twitter for Android,Argentina nih bos angkat pildun senggol dong,Netral
61,2022-12-27 02:50:15+00:00,linguo_id,0,1,Twitter for Android,"Tahukah lingfriends 🤩 Saat pildun berlangsung, Jerman merupakan negara yang penuh kontroversi. Karena pose tutup mulut serta propaganda terhadap one love menuai kecaman banyak pihak. 💭",Positif
62,2022-12-27 02:48:04+00:00,txtdariburjo,0,0,Twitter for Android,"kalo sampe skill dijual terpisah aneh bangett sihh ini, di pildun gacor banget soalnya",Netral
63,2022-12-27 02:47:06+00:00,urparallelworld,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
64,2022-12-27 02:44:17+00:00,glooppyyy,0,0,Twitter for iPhone,"anj gada rumor apa2 tapi bangun2 liat berita gakpo ke liverpool, kasian bgt emyu cok dari sebelum pildun nego sama gakpo malah tiba2 deal nya ke liverpool, semoga bisa bantu bikin nunez jadi waras 😭",Netral
65,2022-12-27 02:42:04+00:00,fadhil_jesa12,0,0,Twitter for iPhone,"jadi bisa terlihat kenapa jerman kalah pildun, thilo kehler aja masih start pdhl bisa dikadalin sama nketiah",Netral
66,2022-12-27 02:35:09+00:00,fluffyeyun,0,0,Twitter for Android,mau punya tiga belas anak biar bisa join pildun,Netral
67,2022-12-27 02:33:36+00:00,kokohtatan,0,0,Twitter for iPhone,"Kita mungkin beda pendapat bang, itu hal yang biasa dan wajar. Glazer soal lain, mungkin kita sependapat soal itu🤦🏻‍♂️ Setau gue pemiliki Liverpool juga mau jual LFC. Kalau 20jt pemain kayak Gakpo apa iya ada ? Pemain yang hampir selalu tampil di pildun dan punya kontribusi.",Netral
68,2022-12-27 02:30:44+00:00,yunarprawira,0,0,Twitter for iPhone,"Martial is better than Mbappe Gak main aja prancis udah 1x juara dan 1x runner up pildun. Gimana kalo dia main, bisa juara antar galaksi kali",Positif
69,2022-12-27 02:30:27+00:00,fadlunrahman,1,0,Twitter for Android,RT _ikhwanulmus: U-20 jadi momentum boikot Israel. Kalo bisa disegala lini olahraga negara ini di banned saja. Ukraina Ru…,Netral
70,2022-12-27 02:30:07+00:00,fadlunrahman,2,0,Twitter for Android,RT : Rusia ga boleh ikut pildun. Israel boleh ya? Fifa sehat?,Netral
71,2022-12-27 02:29:51+00:00,fadlunrahman,7,0,Twitter for Android,RT : Media barat mana media barat? Kemaren pas pildun gembar gembor ngeberitain ham sini ham sana tapi yang nampa…,Netral
72,2022-12-27 02:28:49+00:00,netixyenn,0,0,Twitter for Android,keseringan ndlok pildun moro ndlok epl cokkk epl tensi e duwur bgt,Netral
73,2022-12-27 02:25:40+00:00,notyourpals,0,0,Twitter for Android,dari awal pildun rumor ke MU eh belok ke rival https://t.co/H9E3cxGVTw,Netral
74,2022-12-27 02:22:26+00:00,inimriw,0,0,Twitter for iPhone,wkwkwk gak pernah dgr namanya tau tau main di Pildun,Positif
75,2022-12-27 02:21:19+00:00,zazareza_,0,0,Twitter for Android,Beli pemaen gacor d pildun adalah gambling,Netral
76,2022-12-27 02:18:45+00:00,loh_heehhh,0,0,Twitter for Android,"_rafael Ngebandingin kok sama winger. Aneh. Btw, rashford lebih oke dibanding striker lu di pildun😂😂😭",Netral
77,2022-12-27 02:17:56+00:00,by_twicesana,56,0,Twitter for Android,"RT : Udah mau final, masih ajaaa usaha yaa Grab. Nimbrung ngomongin pildun pake acara bikin billboard jersey segede gaban. Tet…",Netral
78,2022-12-27 02:17:18+00:00,budikeucil,0,0,Twitter for Android,Marukan na rek di paen geus pinalis pildun 😂😂😂😄 https://t.co/4MewoBShBS,Netral
79,2022-12-27 02:14:20+00:00,jglommy,0,0,Twitter for Android,ini yg nemenin nonton pildun kemarin bukan sih,Netral
80,2022-12-27 02:12:11+00:00,ghost84294737,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
81,2022-12-27 02:09:43+00:00,SimAbdi77,0,0,Twitter Web App,SDA kita boro2 buat rakyat dan menyelenggarakan Pildun. Malah diserahkan dijarah alien2 licik!,Netral
82,2022-12-27 02:07:57+00:00,De_Es_We,22,0,Tweetbot for iΟS,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
83,2022-12-27 02:05:33+00:00,siskidipappap,0,0,Twitter for Android,"terbukti di liga belanda ama pildun sih udh.. dan ga kyk sancho, harga gakpo cm 37M",Netral
84,2022-12-27 02:02:22+00:00,bcxry,0,0,Twitter for Android,"Udah mulai ye boxing day, final pildun aja blm nonton",Netral
85,2022-12-27 01:53:02+00:00,disiniirvan,0,1,Twitter Web App,_idn Makasih pinaltynya akhi di Final pildun kemarin wkwk,Netral
86,2022-12-27 01:51:21+00:00,fauzisholikin,0,0,Twitter for Android,nih gara2 poroshalang nyebut gakpo di pildun itu pemain mu 🤣,Netral
87,2022-12-27 01:48:05+00:00,ibnu_dumadi,0,0,Twitter for Android,"Vlahovic, persetan dgn pildun",Netral
88,2022-12-27 01:47:46+00:00,LiiaMonday,25,0,Twitter for Android,RT : Yuhuuu udah 2-0 aja nih #ArgentinaVsFrance 🤗 Bisa bisa Argentina nih pemenang Piala Dunia 2022😌 #IndiHome #IndiHomeBo…,Netral
89,2022-12-27 01:47:05+00:00,Danadyaksa_95,0,0,Twitter for Android,"Kaget sih, kasusnya mirip2 transfernya fabinho dlu. Ini kynya berubah haluan efek agent vvd pas pildun haha",Positif
90,2022-12-27 01:43:52+00:00,suyandapratama,8,0,Twitter for iPhone,"RT : Gimana ngga kangen ini tim selama pildun, mainnya keren banget su 😭",Netral
91,2022-12-27 01:34:14+00:00,ikramzaidd,22,0,Twitter Web App,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
92,2022-12-27 01:26:05+00:00,Gembulssssssss,0,0,Twitter for Android,"_ Ashu emang MU, sebelum pildun gembar gembor ga sat set. Liat ginian pagi pagi kecewa sama manajemen. Btw goodluck Gakpo di Liverpool 🤝",Netral
93,2022-12-27 01:21:45+00:00,Fauzi_Dimas9,8,0,Twitter for Android,"RT : Gimana ngga kangen ini tim selama pildun, mainnya keren banget su 😭",Netral
94,2022-12-27 01:18:44+00:00,YareY4r3Daze,0,0,Twitter for Android,"Wkwk lawak Lo, padahal pas pildun kemarin, saka top score Inggris, martinelli jarang main, Nketiah aja kagak dipanggil",Positif
95,2022-12-27 01:08:17+00:00,HotFuss2004,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
96,2022-12-27 01:06:55+00:00,Muhammad_MARG,0,6,Twitter for Android,Iya kya fans yg ngga terima kalah aja waktu pildun,Netral
97,2022-12-27 01:05:00+00:00,sselesser,0,0,Twitter for Android,"_RedsIndo Wkwkw anjeng kok gabung Liverpool ada akun fanbase klub bola yg selalu ngetwit gakpo Mulu pas pildun ngebet banget pengen ke timnya, sekarang lagi nelen ludah sendiri.",Netral
98,2022-12-27 00:58:58+00:00,Sintus0,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
99,2022-12-27 00:55:39+00:00,AhmadR_48,0,0,Twitter for Android,"Keliatan banget,waktu pildun kmren cuma nnton Portugal doang",Netral
100,2022-12-27 00:52:30+00:00,gbrlbskr,22,0,Twitter Web App,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
101,2022-12-27 00:51:46+00:00,yahyaariyudha,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
102,2022-12-27 00:50:47+00:00,AliffanYudi,0,1,Twitter for Android,"tp bisa jd kaya Messi itu, pildun kemaren aja dia ngisi pos kaya messi",Netral
103,2022-12-27 00:50:08+00:00,UtdMrch,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
104,2022-12-27 00:49:37+00:00,fahmialby,0,0,Twitter for Android,Gakpo setelah bersinar di Pildun : Dibeli Liverpool seharga £37m saja.,Netral
105,2022-12-27 00:49:08+00:00,muhammadiqbalq,0,0,Twitter for Android,Nonton pildun gak sih?,Netral
106,2022-12-27 00:47:55+00:00,MNofalR,0,0,Twitter for Android,"Apanya yg B aja 😭, Top score &amp; top assist di eradivisie..Top score belanda di Pildun di bilang B aja dong 😭",Positif
107,2022-12-27 00:46:24+00:00,mochrizalwahyu,0,0,Twitter for Android,"Gakpo ke liverpool? Lagian liat main di pildun jg b aja, masih punya rashford sama sancho di posisi itu",Positif
108,2022-12-27 00:43:03+00:00,4rn4n,22,0,Twitter for Android,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
109,2022-12-27 00:38:15+00:00,FajriOnny,22,0,Twitter for iPhone,RT : Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo…,Netral
110,2022-12-27 00:37:07+00:00,mqfmbandung,0,1,Twitter Media Studio,"Inspirasi Pagi - Dialog Umat ""Tiga Isu di Pildun, Natal, Akhir Tahun 2022 &amp; Hari Ibu"" Bersama Ustadz Akmal Sjafril https://t.co/JipP2UdPJ5",Netral
111,2022-12-27 00:32:42+00:00,Sipala15,0,5,Twitter for Android,"Dia kira si gakpo striker murni kali, pdhal dri pildun kmrin jga keliatan bgt dia idup nya di wing kiri sma gelandang serang, sekali nya di taruh di striker sma van gaal mlah ssah gerak, klo gakpo jadi mau jadi apa wing kiri emyu, numpuk bgt njirrr",Netral
112,2022-12-27 00:32:10+00:00,ruangtaktik,22,110,Twitter for iPhone,"Cody Gakpo awalnya dekat dengan Manchester United namun subuh ini dikabarkan akan berlabuh ke Liverpool. Analisis Gakpo di Pildun kmrn, ia cukup versatile ditempatkan pada beberapa posisi https://t.co/bJrWIZceZJ",Netral
113,2022-12-27 00:28:48+00:00,DediDesantos,0,0,Twitter for Android,"_id Seru, rame, sukses MOONXBT meramaikan pildun tahun ini #MoonXBT",Netral
114,2022-12-27 00:26:44+00:00,littlebabyhm,56,0,Twitter for Android,"RT : Udah mau final, masih ajaaa usaha yaa Grab. Nimbrung ngomongin pildun pake acara bikin billboard jersey segede gaban. Tet…",Netral
115,2022-12-27 00:26:34+00:00,fahmialby,0,0,Twitter for Android,_RedsIndo Dia tuh sengaja gamau jatuh2 biar fit ikutan pildun.,Positif
116,2022-12-27 00:24:30+00:00,Lok_Cuprek,0,0,Twitter for Android,Plot twistnya adalah ipul save money pas transfer musim panas karena belum pildun 🤔 https://t.co/AmSgxYyw4z,Netral
117,2022-12-27 00:23:21+00:00,liunotes,0,0,Twitter for iPhone,"""Pengen liat twt merekaa ihh gimana"" - nanti aku bikin kejametan akun gemi bs akun dirga yang isinya live report pildun 🤙 #tellonym https://t.co/Vr3IJn7f9C",Positif
118,2022-12-27 00:21:22+00:00,aciddreamm,56,0,Twitter for Android,"RT : Udah mau final, masih ajaaa usaha yaa Grab. Nimbrung ngomongin pildun pake acara bikin billboard jersey segede gaban. Tet…",Netral
119,2022-12-27 00:17:39+00:00,ahmadilhamkai,0,0,Twitter for Android,Pasti dia pegang argentina pas pildun,Netral
120,2022-12-27 00:15:58+00:00,nrndrahrndhto,0,0,Twitter for Android,"Lahhh kocak, yg penting mah wasit gak dari negara asal klub yg bertanding, kemarin di pildun juga kalo gasalah ada bbrp wast yg sama dgn negara pelatihnya https://t.co/QDkIUn3TKK",Netral
121,2022-12-27 00:12:36+00:00,rehrehrehan,0,0,Twitter for Android,"_RedsIndo Liverpoll jadi g bisa bersaing bukan karena Nunez mandul doang , diliat dari vvdv+ fabinho yg ga sebagus biasanya sebelum pildun",Netral
122,2022-12-27 00:05:41+00:00,kristiantow,0,0,Twitter for iPhone,Efek pildun 🫠 Darwin Nunez kalian mau apakan wahai the Reds? LOL https://t.co/lM9E8GdLpA,Positif
123,2022-12-27 00:01:56+00:00,penggunawajar,0,0,Twitter for Android,2010 Sneijder... Inter treble winner sama Belanda final pildun pun tetep messi yg dapet balon d'or...,Netral
124,2022-12-26 23:57:11+00:00,floisme_,0,0,Twitter for Android,Dari sini udh bisa disebut bahwa Gakpo ga masuk kriteria itu sebagai striker meskipun di pildun bagus. Artinya ada target lain yg sdg dia incer. Spill daftar striker bagus min yg ada diseluruh Eropa,Netral
125,2022-12-26 23:55:25+00:00,bbdwin,0,0,Twitter Web App,Gw masih demam pildun,Netral
126,2022-12-26 23:48:57+00:00,Clodo69804005,0,0,Twitter Web App,"sipaling goat ini yg buat squad Portugal terbebani, semua serangan harus diakhiri ke dia, coba aja pake siramos dr awal pildun yakin Portugal gaakan pulang cepet",Netral
127,2022-12-26 23:37:33+00:00,cussday,0,0,Twitter for Android,anjir ini rumor gakpo mau ke liverpool cuma ada di awal pildun tautaunya ini yang deal duluan🤭 https://t.co/HLXlh2cZxo,Netral
